"id"	"symbol"	"Tau"	"class"	"whichMAX"	"nbMAX"	"maxlog10TPM"	"day"
"66"	"ENSMUSG00000015094"	"Npdc1"	0.460583002286374	"housekeeping"	"FAPs"	1	1.8399808160367	"D0"
"67"	"ENSMUSG00000015095"	"Fbxw5"	0.115076263321706	"housekeeping"	"sCs"	1	0.939145319607547	"D0"
"68"	"ENSMUSG00000015222"	"Map2"	0.596231449419725	"intermediate"	"sCs"	1	1.4639147079998	"D0"
"69"	"ENSMUSG00000015335"	"Zdhhc12"	0.563586315963379	"intermediate"	"ECs"	1	0.337039002236477	"D0"
"70"	"ENSMUSG00000015488"	"Cacfd1"	0.254149755733261	"housekeeping"	"FAPs"	1	1.16690022836773	"D0"
"71"	"ENSMUSG00000015790"	"Surf1"	0.255559089342702	"housekeeping"	"FAPs"	1	1.45728449657183	"D0"
"72"	"ENSMUSG00000015829"	"Tnr"	1	"specific"	"sCs"	1	0.00292753460194327	"D0"
"73"	"ENSMUSG00000015846"	"Rxra"	0.268769299249269	"housekeeping"	"FAPs"	1	1.02093076228981	"D0"
"74"	"ENSMUSG00000016181"	"Utp25"	0.21262931952261	"housekeeping"	"FAPs"	1	0.667254637800719	"D0"
"75"	"ENSMUSG00000016194"	"Hsd11b1"	0.799873504332521	"intermediate"	"FAPs"	1	2.03831013604392	"D0"
"76"	"ENSMUSG00000016200"	"Syt14"	1	"specific"	"FAPs"	1	0.0863768662447834	"D0"
"77"	"ENSMUSG00000016262"	"Sertad4"	0.8569990079149	"specific"	"FAPs"	1	1.42569204140169	"D0"
"78"	"ENSMUSG00000016493"	"Cd46"	0.16535538324842	"housekeeping"	"ECs"	1	0.848315997410946	"D0"
"79"	"ENSMUSG00000016494"	"Cd34"	0.494935745032621	"housekeeping"	"FAPs"	1	2.50395456692618	"D0"
"80"	"ENSMUSG00000016529"	"Il10"	1	"specific"	"ECs"	1	0.855887586629723	"D0"
"81"	"ENSMUSG00000016918"	"Sulf1"	0.514948061855854	"intermediate"	"FAPs"	1	1.95638500435464	"D0"
"82"	"ENSMUSG00000017418"	"Arl5b"	0.0597414946405297	"housekeeping"	"FAPs"	1	1.29473639182846	"D0"
"83"	"ENSMUSG00000018196"	"Glrx2"	0.192706126730665	"housekeeping"	"FAPs"	1	0.872483575370195	"D0"
"84"	"ENSMUSG00000018199"	"Ro60"	0.186559065683414	"housekeeping"	"FAPs"	1	1.04304152459949	"D0"
"85"	"ENSMUSG00000018417"	"Myo1b"	0.4926478647371	"housekeeping"	"sCs"	1	1.95528932570295	"D0"
"86"	"ENSMUSG00000019230"	"Lhx9"	1	"specific"	"FAPs"	1	0.137840686316645	"D0"
"87"	"ENSMUSG00000019699"	"Akt3"	0.0936180981142078	"housekeeping"	"FAPs"	1	1.29091540709248	"D0"
"88"	"ENSMUSG00000022995"	"Enah"	0.418237138612824	"housekeeping"	"sCs"	1	1.35074735442313	"D0"
"89"	"ENSMUSG00000023094"	"Msrb2"	0.86070677710833	"specific"	"FAPs"	1	0.653575512004378	"D0"
"90"	"ENSMUSG00000023150"	"Ivns1abp"	0.152370402839505	"housekeeping"	"ECs"	1	1.61697026819025	"D0"
"91"	"ENSMUSG00000023206"	"Il15ra"	0.205807134481212	"housekeeping"	"sCs"	1	1.12975398116652	"D0"
"92"	"ENSMUSG00000025776"	"Crispld1"	0.896289826702332	"specific"	"FAPs"	1	0.920794886974927	"D0"
"93"	"ENSMUSG00000025779"	"Ly96"	0.462545407334296	"housekeeping"	"ECs"	1	0.992030526467247	"D0"
"94"	"ENSMUSG00000025780"	"Itih5"	0.616768015441464	"intermediate"	"FAPs"	1	2.10972105041982	"D0"
"95"	"ENSMUSG00000025781"	"Atp5c1"	0.0182438510508962	"housekeeping"	"ECs"	1	1.73599933194136	"D0"
"96"	"ENSMUSG00000025782"	"Taf3"	0.0744107671187418	"housekeeping"	"FAPs"	1	0.796716293094492	"D0"
"97"	"ENSMUSG00000025815"	"Dhtkd1"	0.610100253291813	"intermediate"	"FAPs"	1	0.460425359678711	"D0"
"98"	"ENSMUSG00000025816"	"Sec61a2"	0.194982036777815	"housekeeping"	"FAPs"	1	1.15802778472832	"D0"
"99"	"ENSMUSG00000025817"	"Nudt5"	0.100992816966671	"housekeeping"	"ECs"	1	0.88561117979856	"D0"
"100"	"ENSMUSG00000025902"	"Sox17"	1	"specific"	"sCs"	1	0.130098305832624	"D0"
"101"	"ENSMUSG00000025903"	"Lypla1"	0.244175440279417	"housekeeping"	"ECs"	1	1.58656445383343	"D0"
"102"	"ENSMUSG00000025911"	"Adhfe1"	0.432294639536923	"housekeeping"	"FAPs"	1	0.502727883425943	"D0"
"103"	"ENSMUSG00000025912"	"Mybl1"	0.380921159951243	"housekeeping"	"ECs"	1	0.499022137214618	"D0"
"104"	"ENSMUSG00000025915"	"Sgk3"	0.393660143243492	"housekeeping"	"ECs"	1	1.11818930413854	"D0"
"105"	"ENSMUSG00000025917"	"Cops5"	0.144880963998168	"housekeeping"	"ECs"	1	1.22784848813122	"D0"
"106"	"ENSMUSG00000025921"	"Rdh10"	0.380701313336827	"housekeeping"	"FAPs"	1	0.861886347899201	"D0"
"107"	"ENSMUSG00000025925"	"Terf1"	0.0658058139070593	"housekeeping"	"FAPs"	1	0.916735123699675	"D0"
"108"	"ENSMUSG00000025930"	"Msc"	0.881070763119491	"specific"	"FAPs"	1	0.779676208517995	"D0"
"109"	"ENSMUSG00000025931"	"Paqr8"	0.177953862569778	"housekeeping"	"FAPs"	1	0.404012802761742	"D0"
"110"	"ENSMUSG00000025934"	"Gsta3"	0.91675534183582	"specific"	"FAPs"	1	0.995271951966906	"D0"
"111"	"ENSMUSG00000025935"	"Tram1"	0.242311940340384	"housekeeping"	"FAPs"	1	1.75456484083968	"D0"
"112"	"ENSMUSG00000025937"	"Lactb2"	0.214098651215356	"housekeeping"	"FAPs"	1	0.834180682682631	"D0"
"113"	"ENSMUSG00000025938"	"Slco5a1"	0.725367828893151	"intermediate"	"FAPs"	1	0.543390095317074	"D0"
"114"	"ENSMUSG00000025949"	"Pikfyve"	0.132236012229443	"housekeeping"	"FAPs"	1	1.09830868946945	"D0"
"115"	"ENSMUSG00000025956"	"Mettl21a"	0.230593438363432	"housekeeping"	"FAPs"	1	0.764249971704095	"D0"
"116"	"ENSMUSG00000025958"	"Creb1"	0.14046985778117	"housekeeping"	"ECs"	1	1.42667785794126	"D0"
"117"	"ENSMUSG00000025969"	"Nrp2"	0.249482647928131	"housekeeping"	"ECs"	1	1.33871838622334	"D0"
"118"	"ENSMUSG00000025971"	"Maip1"	0.181994591894532	"housekeeping"	"FAPs"	1	0.488013587729239	"D0"
"119"	"ENSMUSG00000025978"	"Rftn2"	0.290750509494363	"housekeeping"	"sCs"	1	1.08248865913658	"D0"
"120"	"ENSMUSG00000025979"	"Mob4"	0.0845681777327064	"housekeeping"	"ECs"	1	1.26335023657996	"D0"
"121"	"ENSMUSG00000025981"	"Coq10b"	0.0160476085551944	"housekeeping"	"ECs"	1	1.54477717680999	"D0"
"122"	"ENSMUSG00000025982"	"Sf3b1"	0.0947076080931613	"housekeeping"	"ECs"	1	1.97120770142792	"D0"
"123"	"ENSMUSG00000025995"	"Wdr75"	0.194534900468919	"housekeeping"	"FAPs"	1	1.07135688962767	"D0"
"124"	"ENSMUSG00000025997"	"Ikzf2"	0.646055280767344	"intermediate"	"FAPs"	1	0.468116481044835	"D0"
"125"	"ENSMUSG00000026000"	"Lancl1"	0.275653500855337	"housekeeping"	"sCs"	1	0.615344570944219	"D0"
"126"	"ENSMUSG00000026003"	"Acadl"	0.0483074444047155	"housekeeping"	"ECs"	1	1.21044811589385	"D0"
"127"	"ENSMUSG00000026004"	"Kansl1l"	0.119535894031392	"housekeeping"	"ECs"	1	1.53216934452884	"D0"
"128"	"ENSMUSG00000026020"	"Nop58"	0.129152918831856	"housekeeping"	"FAPs"	1	1.46897089054565	"D0"
"129"	"ENSMUSG00000026023"	"Cdk15"	1	"specific"	"sCs"	1	0.606563414352591	"D0"
"130"	"ENSMUSG00000026024"	"Als2"	0.202619412482289	"housekeeping"	"ECs"	1	0.73086780126499	"D0"
"131"	"ENSMUSG00000026028"	"Trak2"	0.010801536514148	"housekeeping"	"FAPs"	1	1.20729276798851	"D0"
"132"	"ENSMUSG00000026029"	"Casp8"	0.605759284481556	"intermediate"	"ECs"	1	1.32320411544548	"D0"
"133"	"ENSMUSG00000026032"	"Ndufb3"	0.0498739141168722	"housekeeping"	"ECs"	1	0.969235543550494	"D0"
"134"	"ENSMUSG00000026036"	"Nif3l1"	0.057189567114184	"housekeeping"	"ECs"	1	0.513458800721526	"D0"
"135"	"ENSMUSG00000026037"	"Orc2"	0.128005447907164	"housekeeping"	"FAPs"	1	0.737887279492191	"D0"
"136"	"ENSMUSG00000026039"	"Sgo2a"	0.863867288571966	"specific"	"ECs"	1	0.529985851878025	"D0"
"137"	"ENSMUSG00000026042"	"Col5a2"	0.62179904491876	"intermediate"	"FAPs"	1	2.13010092679553	"D0"
"138"	"ENSMUSG00000026043"	"Col3a1"	0.600503433739312	"intermediate"	"FAPs"	1	2.97826175001293	"D0"
"139"	"ENSMUSG00000026047"	"Poglut2"	0.316680936343907	"housekeeping"	"FAPs"	1	0.980504788662211	"D0"
"140"	"ENSMUSG00000026049"	"Tex30"	0.386952221304378	"housekeeping"	"ECs"	1	0.909925614301443	"D0"
"141"	"ENSMUSG00000026062"	"Slc9a2"	1	"specific"	"sCs"	1	0.27785723668866	"D0"
"142"	"ENSMUSG00000026072"	"Il1r1"	0.381696255673213	"housekeeping"	"FAPs"	1	1.48094230240278	"D0"
"143"	"ENSMUSG00000026074"	"Map4k4"	0.0460613634385686	"housekeeping"	"FAPs"	1	1.73208778038911	"D0"
"144"	"ENSMUSG00000026078"	"Pdcl3"	0.0343144930015705	"housekeeping"	"ECs"	1	0.760703723296074	"D0"
"145"	"ENSMUSG00000026080"	"Chst10"	1	"specific"	"FAPs"	1	0.418030783911449	"D0"
"146"	"ENSMUSG00000026082"	"Rev1"	0.232417771695348	"housekeeping"	"FAPs"	1	1.19062722688166	"D0"
"147"	"ENSMUSG00000026083"	"Eif5b"	0.128815472216762	"housekeeping"	"ECs"	1	1.21815264838531	"D0"
"148"	"ENSMUSG00000026087"	"Mrpl30"	0.0788295063886873	"housekeeping"	"FAPs"	1	1.08822877778528	"D0"
"149"	"ENSMUSG00000026088"	"Mitd1"	0.302985436724155	"housekeeping"	"ECs"	1	1.15040038577962	"D0"
"150"	"ENSMUSG00000026094"	"Stk17b"	0.495012980028501	"housekeeping"	"ECs"	1	1.43553977548737	"D0"
"151"	"ENSMUSG00000026095"	"Asnsd1"	0.252773935498265	"housekeeping"	"ECs"	1	1.05340702232364	"D0"
"152"	"ENSMUSG00000026096"	"Osgepl1"	0.212121934259376	"housekeeping"	"FAPs"	1	0.851109495790248	"D0"
"153"	"ENSMUSG00000026097"	"Ormdl1"	0.17424040552577	"housekeeping"	"ECs"	1	0.64244455632948	"D0"
"154"	"ENSMUSG00000026107"	"Nabp1"	0.316505470293657	"housekeeping"	"ECs"	1	1.93293279407861	"D0"
"155"	"ENSMUSG00000026109"	"Tmeff2"	0.725939215152804	"intermediate"	"FAPs"	1	1.15059964781199	"D0"
"156"	"ENSMUSG00000026110"	"Mgat4a"	0.346879956299822	"housekeeping"	"ECs"	1	1.54118367808135	"D0"
"157"	"ENSMUSG00000026111"	"Unc50"	0.0824370643545271	"housekeeping"	"FAPs"	1	1.18827364121647	"D0"
"158"	"ENSMUSG00000026113"	"Inpp4a"	0.0772547595582772	"housekeeping"	"sCs"	1	1.1974326891811	"D0"
"159"	"ENSMUSG00000026116"	"Tmem131"	0.0501367444700463	"housekeeping"	"sCs"	1	1.41264681773041	"D0"
"160"	"ENSMUSG00000026121"	"Sema4c"	0.468134140010471	"housekeeping"	"FAPs"	1	1.07551512809792	"D0"
"161"	"ENSMUSG00000026123"	"Plekhb2"	0.104574727274936	"housekeeping"	"ECs"	1	0.838910747916177	"D0"
"162"	"ENSMUSG00000026126"	"Ptpn18"	0.834926313716159	"specific"	"ECs"	1	0.595572698874348	"D0"
"163"	"ENSMUSG00000026127"	"Imp4"	0.281155435460754	"housekeeping"	"ECs"	1	0.807207761562971	"D0"
"164"	"ENSMUSG00000026134"	"Prim2"	0.155743374638916	"housekeeping"	"ECs"	1	0.732938972766696	"D0"
"165"	"ENSMUSG00000026141"	"Col19a1"	1	"specific"	"sCs"	1	0.605023849413311	"D0"
"166"	"ENSMUSG00000026142"	"Rhbdd1"	0.157246937548925	"housekeeping"	"FAPs"	1	0.896751576615471	"D0"
"167"	"ENSMUSG00000026150"	"Mff"	0.0291761510462452	"housekeeping"	"FAPs"	1	1.48881996508967	"D0"
"168"	"ENSMUSG00000026153"	"Fam135a"	0.503280475613962	"intermediate"	"FAPs"	1	1.01575648689002	"D0"
"169"	"ENSMUSG00000026154"	"Sdhaf4"	0.279555987689137	"housekeeping"	"FAPs"	1	0.515171748442951	"D0"
"170"	"ENSMUSG00000026155"	"Smap1"	0.0854421783115591	"housekeeping"	"FAPs"	1	1.32472054843126	"D0"
"171"	"ENSMUSG00000026156"	"B3gat2"	0.707171500800036	"intermediate"	"ECs"	1	0.293326642160904	"D0"
"172"	"ENSMUSG00000026158"	"Ogfrl1"	0.400487714391141	"housekeeping"	"FAPs"	1	1.14125137036221	"D0"
"173"	"ENSMUSG00000026159"	"Agfg1"	0.110322145632458	"housekeeping"	"FAPs"	1	1.30753743956686	"D0"
"174"	"ENSMUSG00000026162"	"Nhej1"	1	"specific"	"FAPs"	1	0.197898191894249	"D0"
"175"	"ENSMUSG00000026163"	"Sphkap"	0.879669800639523	"specific"	"FAPs"	1	0.630860153554557	"D0"
"176"	"ENSMUSG00000026175"	"Vil1"	0.502369815124693	"intermediate"	"ECs"	1	0.194768137041936	"D0"
"177"	"ENSMUSG00000026179"	"Pnkd"	0.0607697398505109	"housekeeping"	"ECs"	1	0.980021811508548	"D0"
"178"	"ENSMUSG00000026185"	"Igfbp5"	0.39613907120786	"housekeeping"	"FAPs"	1	2.52255179306841	"D0"
"179"	"ENSMUSG00000026187"	"Xrcc5"	0.368863891242633	"housekeeping"	"FAPs"	1	0.73398421502554	"D0"
"180"	"ENSMUSG00000026189"	"Pecr"	0.559425336055355	"intermediate"	"FAPs"	1	0.535054251219326	"D0"
"181"	"ENSMUSG00000026192"	"Atic"	0.31474748671325	"housekeeping"	"FAPs"	1	1.06079998566881	"D0"
"182"	"ENSMUSG00000026193"	"Fn1"	0.527764965647679	"intermediate"	"FAPs"	1	2.53465700038829	"D0"
"183"	"ENSMUSG00000026196"	"Bard1"	0.76220265650618	"intermediate"	"ECs"	1	0.287862342907889	"D0"
"184"	"ENSMUSG00000026197"	"Zfand2b"	0.146082982576313	"housekeeping"	"FAPs"	1	0.816687342612656	"D0"
"185"	"ENSMUSG00000026199"	"Ankzf1"	0.246488692079459	"housekeeping"	"FAPs"	1	0.868468114835369	"D0"
"186"	"ENSMUSG00000026200"	"Glb1l"	0.371786960600297	"housekeeping"	"FAPs"	1	1.05443109702072	"D0"
"187"	"ENSMUSG00000026202"	"Tuba4a"	0.130346388893997	"housekeeping"	"ECs"	1	0.884398427246562	"D0"
"188"	"ENSMUSG00000026204"	"Ptprn"	0.609301856422932	"intermediate"	"FAPs"	1	0.313261867100744	"D0"
"189"	"ENSMUSG00000026207"	"Speg"	0.784158777398798	"intermediate"	"sCs"	1	1.16528363555549	"D0"
"190"	"ENSMUSG00000026208"	"Des"	0.559901737358264	"intermediate"	"sCs"	1	1.68301440968743	"D0"
"191"	"ENSMUSG00000026209"	"Dnpep"	0.250690480177105	"housekeeping"	"FAPs"	1	1.21196471934682	"D0"
"192"	"ENSMUSG00000026211"	"Obsl1"	0.610257466133104	"intermediate"	"FAPs"	1	0.90965507259396	"D0"
"193"	"ENSMUSG00000026219"	"Trip12"	0.0735832444847996	"housekeeping"	"FAPs"	1	1.61925661466792	"D0"
"194"	"ENSMUSG00000026222"	"Sp100"	0.342600604817064	"housekeeping"	"ECs"	1	2.06219235094815	"D0"
"195"	"ENSMUSG00000026224"	"4933407L21Rik"	0.826181766862969	"specific"	"ECs"	1	0.283298178895933	"D0"
"196"	"ENSMUSG00000026229"	"Psmd1"	0.113301477283207	"housekeeping"	"ECs"	1	1.32040418200782	"D0"
"197"	"ENSMUSG00000026234"	"Ncl"	0.159419373485098	"housekeeping"	"ECs"	1	1.85545612688438	"D0"
"198"	"ENSMUSG00000026235"	"Epha4"	0.720823191976506	"intermediate"	"FAPs"	1	0.899780827591607	"D0"
"199"	"ENSMUSG00000026239"	"Pde6d"	0.189804281677136	"housekeeping"	"FAPs"	1	1.13942653955493	"D0"
"200"	"ENSMUSG00000026240"	"Cops7b"	0.176823955230938	"housekeeping"	"ECs"	1	0.539553557655737	"D0"
"201"	"ENSMUSG00000026241"	"Nppc"	0.552457096555067	"intermediate"	"sCs"	1	0.601042638019645	"D0"
"202"	"ENSMUSG00000026245"	"Farsb"	0.0974416526093917	"housekeeping"	"FAPs"	1	1.10546461240664	"D0"
"203"	"ENSMUSG00000026249"	"Serpine2"	0.54261217402415	"intermediate"	"FAPs"	1	2.32902004377567	"D0"
"204"	"ENSMUSG00000026254"	"Eif4e2"	0.110782957465239	"housekeeping"	"ECs"	1	1.30356832819389	"D0"
"205"	"ENSMUSG00000026255"	"Efhd1"	0.781084974314168	"intermediate"	"FAPs"	1	1.66462335503277	"D0"
"206"	"ENSMUSG00000026259"	"Ngef"	0.803689380635171	"specific"	"FAPs"	1	0.339268061639432	"D0"
"207"	"ENSMUSG00000026269"	"Rnpepl1"	0.0868370947612566	"housekeeping"	"FAPs"	1	1.17556455265083	"D0"
"208"	"ENSMUSG00000026271"	"Gpr35"	1	"specific"	"FAPs"	1	0.197174059398789	"D0"
"209"	"ENSMUSG00000026273"	"Mterf4"	0.538376483679482	"intermediate"	"FAPs"	1	1.02325464272033	"D0"
"210"	"ENSMUSG00000026274"	"Pask"	0.903201696640541	"specific"	"FAPs"	1	0.690840439644678	"D0"
"211"	"ENSMUSG00000026275"	"Ppp1r7"	0.212603608485216	"housekeeping"	"FAPs"	1	0.648892657838765	"D0"
"212"	"ENSMUSG00000026276"	"Septin2"	0.0796917901208952	"housekeeping"	"FAPs"	1	1.62832053037667	"D0"
"213"	"ENSMUSG00000026277"	"Stk25"	0.170940500179593	"housekeeping"	"FAPs"	1	1.29047261729348	"D0"
"214"	"ENSMUSG00000026279"	"Thap4"	0.227650500432704	"housekeeping"	"FAPs"	1	0.624955370706546	"D0"
"215"	"ENSMUSG00000026281"	"Dtymk"	0.234657439501012	"housekeeping"	"FAPs"	1	1.04285004172164	"D0"
"216"	"ENSMUSG00000026283"	"Ing5"	0.244794356869009	"housekeeping"	"FAPs"	1	0.715215406251181	"D0"
"217"	"ENSMUSG00000026288"	"Inpp5d"	1	"specific"	"ECs"	1	1.35239892883922	"D0"
"218"	"ENSMUSG00000026303"	"Mlph"	1	"specific"	"sCs"	1	0.22037052895484	"D0"
"219"	"ENSMUSG00000026307"	"Scly"	0.280076736082337	"housekeeping"	"FAPs"	1	0.971552266561135	"D0"
"220"	"ENSMUSG00000026309"	"Ilkap"	0.184906044983468	"housekeeping"	"sCs"	1	1.38564988708742	"D0"
"221"	"ENSMUSG00000026313"	"Hdac4"	0.121460309912059	"housekeeping"	"FAPs"	1	1.15264002112658	"D0"
"222"	"ENSMUSG00000026315"	"Serpinb8"	0.579752352858336	"intermediate"	"ECs"	1	0.413074418998539	"D0"
